Номер серии ИС,Типономинал ИС,Номер ТУ,Технология,"Количество элементов, бит (для ЗУ)",Тип корпуса,Группа,Подргуппа
1564,1564ТМ2 АМ,АЕЯР.431200.158ТУ,кмоп,168,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1564,1564ТМ5,бК0.347.479-08ТУ,кмоп,92,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1564,1564ТМ7,бК0.347.479-15ТУ,кмоп,116,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1564,1564ТМ8,бК0.347.479-18ТУ,кмоп,166,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564АП4-4,бК0.347.479-17ТУ,кмоп,183,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ИД3-4,бК0.347.479-02ТУ,кмоп,194,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ИЕ6-4,бК0.347.479-04ТУ,кмоп,261,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ИЕ7-4,бК0.347.479-04ТУ,кмоп,261,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ИЕ10-4,бК0.347.479-04ТУ,кмоп,253,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ИЕ19-4,бК0.347.479-20ТУ,кмоп,333,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ИР9-4,бК0.347.479-20ТУ,кмоп,271,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ЛА1-4,бК0.347.479-01ТУ,кмоп,59,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ЛА3-4,бК0.347.479-01ТУ,кмоп,56,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ЛН7-4,бК0.347.479-17ТУ,кмоп,129,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564КП2-4,бК0.347.479-16ТУ,кмоп,137,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564КП12-4,бК0.347.479-03ТУ,кмоп,149,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564КП13-4,бК0.347.479-16ТУ,кмоп,203,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564КП15-4,бК0.347.479-03ТУ,кмоп,151,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ЛА1-4,бК0.347.479-01ТУ,кмоп,52,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ЛА3-4,бК0.347.479-01ТУ,кмоп,56,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ЛН7-4,бК0.347.479-17ТУ,кмоп,129,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1564-4,Б1564ТМ2-4,бК0.347.479-02ТУ,кмоп,168,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569АП4,АЕЯР.431200.078-17ТУ,кмоп,183,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ИД3,АЕЯР.431200.078-02ТУ,кмоп,194,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ИЕ6,АЕЯР.431200.078-04ТУ,кмоп,261,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ИЕ7,АЕЯР.431200.078-04ТУ,кмоп,261,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ИЕ10,АЕЯР.431200.078-04ТУ,кмоп,253,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ИЕ19,АЕЯР.431200.078-20ТУ,кмоп,333,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ИР9,АЕЯР.431200.078-20ТУ,кмоп,271,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569КП2,АЕЯР.431200.078-16ТУ,кмоп,137,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569КП12,АЕЯР.431200.078-03ТУ,кмоп,149,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569КП13,АЕЯР.431200.078-16ТУ,кмоп,203,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569КП15,АЕЯР.431200.078-03ТУ,кмоп,151,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ЛА1,АЕЯР.431200.078-01ТУ,кмоп,52,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ЛА3,АЕЯР.431200.078-01ТУ,кмоп,56,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ЛН7,АЕЯР.431200.078-17ТУ,кмоп,129,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1569,1569ТМ2,АЕЯР.431200.078-02ТУ,кмоп,168,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1570,1570ХМ1,бК0.347.588ТУ,кмоп,3000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1570,1570ХМ2,бК0.347.714ТУ,кмоп,3000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1570-2,Б1570ХМ1-2,бК0.347.720ТУ,кмоп,3000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1573,1573ХМ1,бК0.347.714ТУ,N-моп,6440,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1578,1578БЦ6,АЕЯР.431260.114ТУ,кмоп,10400,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1578,1578БЦ8,АЕЯР.431260.114ТУ,кмоп,19000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1582,1582БЦ1Т,АЕЯР.431260.192ТУ,кмоп,20336,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1582,1582ВЖ2,ИРВЖ.430102.004ТУ,кмоп,7070,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1582,"1582ВЖ2А, Б",ИРВЖ.430102.004ТУ,кмоп,7070,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1582,1582ВЖ3,ИРВЖ.430102.003ТУ,кмоп,12832,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1582,"1582ВЖ3А, Б, В",ИРВЖ.430102.003ТУ,кмоп,12832,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Б1582-4,Б1582ВЖ2-4,ИРВЖ.430102.004ТУ,кмоп,7070,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Н1582,Н1582ВЖ2,ИРВЖ.430102.004ТУ,кмоп,7070,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Н1582,Н1582ВЖ2Б,ИРВЖ.430102.004ТУ,кмоп,7070,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Н1582,"Н1582ВЖ3Б, В",ИРВЖ.430102.003ТУ,кмоп,12832,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1589,1589ХМ1,АЕЯР.431260.112ТУ,,4484,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ИЕ160,бК0.347.734-01ТУ,,308,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ИД164,бК0.347.734-01ТУ,,176,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ЛК117,бК0.347.734-01ТУ,,90,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ЛК121,бК0.347.734-01ТУ,,92,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ЛЛ110,бК0.347.734-01ТУ,,56,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ЛМ101,бК0.347.734-01ТУ,,71,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ЛМ102,бК0.347.734-01ТУ,,71,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ЛМ105,бК0.347.734-01ТУ,,64,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ЛП107,бК0.347.734-01ТУ,,92,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ТМ130,бК0.347.734-01ТУ,,109,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ТМ133,бК0.347.734-01ТУ,,165,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ТМ134,бК0.347.734-01ТУ,,147,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
С1590,С1590ТМ174,бК0.347.734-01ТУ,,181,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1592,1592ХМ1,АЕЯР.431260.096ТУ,кмоп,423088,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1592,1592ХМ1Т,АЕЯР.431260.263ТУ,кмоп,423088,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1592,1592ХМ2Т,АЕЯР.431260.264ТУ,кмоп,846176,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1592,1592ХМ3У,АЕЯР.431260.265ТУ,кмоп,120000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1592,1592ХМ4У,АЕЯР.431260.111ТУ,кмоп,40000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Н1592,Н1592ХМ1,АЕЯР.431260.096ТУ,кмоп,423088,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Н1592,Н1593 Н1593ХМ1,АЕЯР.431260.118ТУ,кмоп,18000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Н1592,Н1593ХМ2,АЕЯР.431260.118ТУ,кмоп,21000,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597АП4,АЕЯР.431200.103-17ТУ,кмоп,183,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ИД3,АЕЯР.431200.103-02ТУ,кмоп,194,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ИЕ6,АЕЯР.431200.103-04ТУ,кмоп,261,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ИЕ7,АЕЯР.431200.103-04ТУ,кмоп,261,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ИЕ10,АЕЯР.431200.103-04ТУ,кмоп,253,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ИЕ19,АЕЯР.431200.103-20ТУ,кмоп,333,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ИР9,АЕЯР.431200.103-20ТУ,кмоп,271,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597КП2,АЕЯР.431200.103-16ТУ,кмоп,137,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597КП12,АЕЯР.431200.103-03ТУ,кмоп,149,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597КП13,АЕЯР.431200.103-16ТУ,кмоп,203,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597КП15,АЕЯР.431200.103-03ТУ,кмоп,151,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ЛА1,АЕЯР.431200.103-01ТУ,кмоп,52,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ЛА3,АЕЯР.431200.103-01ТУ,кмоп,56,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ЛН7,АЕЯР.431200.103-17ТУ,кмоп,129,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1597,1597ТМ2,АЕЯР.431200.103-02ТУ,кмоп,168,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
Н1801,Н1801ВП1,бК0.347.294ТУ,кмоп,6500,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1802,1802ВВ1,бК0.347.253ТУ4,,1900,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1802,1802ВВ2,бК0.347.253ТУ5,,1800,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1802,1802ВВ3,бК0.347.253-10ТУ,,2800,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1802,1802ВР1,бК0.347.253ТУ3,,3500,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1802,1802ВР2,бК0.347.253ТУ6,,2995,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
1802,1802ВР3,бК0.347.253ТУ7,,4500,,Микросхемы интегральные цифровые,"Логические, арифметические, микропроцессоры и микропроцессорные комплекты, программируемые логические матрицы, регистры сдвига, базовые матричные кристаллы и др. ( корпусные, бескорпусные)"
